geo_name,date_year,date_month,vessel_type,total,ships_from_ukraine,ships_from_russia,ships_through_suez,ships_through_bosphorus,longitude,latitude,iso2,date
EL MAADIYA (EG),2021,8,Cargo,181,30,29,0,0,30.15,31.266667,EG,2021-08-01
EL-ADABIYA (EG),2021,8,Cargo,36,1,0,0,0,32.466667,29.866667,EG,2021-08-01
NUWEIBA EL MUZEIMA (EG),2021,8,Cargo,6,0,0,0,0,34.65,28.966667,EG,2021-08-01
RAS ABU ZANIMAH (EG),2021,8,Cargo,3,0,0,0,0,33.116667,29.033333,EG,2021-08-01
RAS GHARIB (EG),2021,8,Cargo,3,0,0,0,0,33.1,28.35,EG,2021-08-01
RAS SHUKHIER (EG),2021,8,Cargo,3,0,0,0,0,33.283333,28.133333,EG,2021-08-01
RAS SUDR (EG),2021,8,Cargo,1,0,0,0,0,32.7,29.583333,EG,2021-08-01
SHARM EL SHEIKH (EG),2021,8,Cargo,2,0,0,0,0,34.283333,27.85,EG,2021-08-01
SIDI KERIR (KURAYR) (EG),2021,8,Cargo,2,0,0,0,0,29.616667,31.1,EG,2021-08-01
WADI FEIRAN (EG),2021,8,Cargo,2,0,0,0,0,33.2,28.75,EG,2021-08-01
ZAFARANA TERMINAL (EG),2021,8,Cargo,4,0,0,0,0,32.683333,29.166667,EG,2021-08-01
ZEIT BAY LPG TERMINAL (EG),2021,8,Cargo,2,0,0,0,0,33.566667,27.8,EG,2021-08-01
AIN SUKHNA TERMINAL (EG),2021,8,Tanker,21,0,3,0,0,32.366667,29.583333,EG,2021-08-01
AL ISKANDARIYH (ALEXANDRIA) (EG),2021,8,Tanker,85,6,13,0,0,29.833333,31.166667,EG,2021-08-01
AS SUWAYS (EG),2021,8,Tanker,334,5,10,0,0,32.55,29.966667,EG,2021-08-01
BUR SAFAGA (EG),2021,8,Tanker,3,0,0,0,0,33.95,26.733333,EG,2021-08-01
BUR SAID (PORT SAID) (EG),2021,8,Tanker,239,14,30,0,0,32.3,31.266667,EG,2021-08-01
DAMIETTA (EG),2021,8,Tanker,11,1,1,0,0,31.75,31.483333,EG,2021-08-01
EL HAMRA OIL TERMINAL (EG),2021,8,Tanker,3,0,1,0,0,28.866667,30.983333,EG,2021-08-01
EL ISMAILIYA (EG),2021,8,Tanker,138,8,6,0,0,32.283333,30.583333,EG,2021-08-01
EL MAADIYA (EG),2021,8,Tanker,7,0,0,0,0,30.15,31.266667,EG,2021-08-01
EL TUR HARBOR (EG),2021,8,Tanker,3,0,1,0,0,33.616667,28.233333,EG,2021-08-01
EL-ADABIYA (EG),2021,8,Tanker,17,0,3,0,0,32.466667,29.866667,EG,2021-08-01
NUWEIBA EL MUZEIMA (EG),2021,8,Tanker,1,0,0,0,0,34.65,28.966667,EG,2021-08-01
RAS ABU ZANIMAH (EG),2021,8,Tanker,14,0,0,0,0,33.116667,29.033333,EG,2021-08-01
RAS GHARIB (EG),2021,8,Tanker,1,0,0,0,0,33.1,28.35,EG,2021-08-01
RAS SHUKHIER (EG),2021,8,Tanker,9,0,1,0,0,33.283333,28.133333,EG,2021-08-01
RAS SUDR (EG),2021,8,Tanker,2,0,0,0,0,32.7,29.583333,EG,2021-08-01
SIDI KERIR (KURAYR) (EG),2021,8,Tanker,1,0,0,0,0,29.616667,31.1,EG,2021-08-01
WADI FEIRAN (EG),2021,8,Tanker,6,0,0,0,0,33.2,28.75,EG,2021-08-01
ZAFARANA TERMINAL (EG),2021,8,Tanker,5,0,0,0,0,32.683333,29.166667,EG,2021-08-01
ZEIT BAY LPG TERMINAL (EG),2021,8,Tanker,4,0,0,0,0,33.566667,27.8,EG,2021-08-01
KILIFI (KE),2021,8,Cargo,3,0,0,0,0,39.866667,-3.633333,KE,2021-08-01
LAMU (KE),2021,8,Cargo,3,0,0,0,0,40.9,-2.266667,KE,2021-08-01
MALINDI (KE),2021,8,Cargo,1,0,0,0,0,40.133333,-3.216667,KE,2021-08-01
MOMBASA (KE),2021,8,Cargo,86,2,2,0,0,39.666667,-4.066667,KE,2021-08-01
MOMBASA (KE),2021,8,Tanker,25,0,0,0,0,39.666667,-4.066667,KE,2021-08-01
BEIRA (MZ),2021,8,Cargo,34,0,2,0,0,34.833333,-19.833333,MZ,2021-08-01
CHINDE (MZ),2021,8,Cargo,3,0,0,0,0,36.5,-18.566667,MZ,2021-08-01
MAPUTO (MZ),2021,8,Cargo,59,0,0,0,0,32.583333,-25.966667,MZ,2021-08-01
NACALA (MZ),2021,8,Cargo,24,0,1,0,0,40.666667,-14.533333,MZ,2021-08-01
PEBANE (MZ),2021,8,Cargo,1,0,0,0,0,38.15,-17.266667,MZ,2021-08-01
PEMBA (MZ),2021,8,Cargo,9,0,0,0,0,40.5,-12.966667,MZ,2021-08-01
QUELIMANE (MZ),2021,8,Cargo,4,0,0,0,0,36.883333,-17.883333,MZ,2021-08-01
BEIRA (MZ),2021,8,Tanker,15,0,0,0,0,34.833333,-19.833333,MZ,2021-08-01
MAPUTO (MZ),2021,8,Tanker,15,0,0,0,0,32.583333,-25.966667,MZ,2021-08-01
MOCAMBIQUE (MZ),2021,8,Tanker,1,0,0,0,0,40.733333,-15.033333,MZ,2021-08-01
NACALA (MZ),2021,8,Tanker,4,0,0,0,0,40.666667,-14.533333,MZ,2021-08-01
PEMBA (MZ),2021,8,Tanker,3,0,0,0,0,40.5,-12.966667,MZ,2021-08-01
AZOV (RU),2021,8,Cargo,160,42,160,0,0,39.433333,47.1,RU,2021-08-01
GELENDZHIK (RU),2021,8,Cargo,1,0,1,0,0,38.066667,44.55,RU,2021-08-01
KAVKAZ OIL TERMINAL (RU),2021,8,Cargo,596,214,596,0,0,36.65,45.333333,RU,2021-08-01
NOVOROSSIYSK (RU),2021,8,Cargo,168,60,168,0,0,37.783333,44.716667,RU,2021-08-01
ROSTOV-NA-DONU (RU),2021,8,Cargo,273,53,273,0,0,39.716667,47.166667,RU,2021-08-01
TAGANROG (RU),2021,8,Cargo,157,38,157,0,0,38.95,47.2,RU,2021-08-01
TEMRYUK (RU),2021,8,Cargo,37,11,37,0,0,37.35,45.35,RU,2021-08-01
TUAPSE (RU),2021,8,Cargo,32,6,32,0,0,39.066667,44.1,RU,2021-08-01
YEYSK (RU),2021,8,Cargo,99,38,99,0,0,38.266667,46.733333,RU,2021-08-01
ANAPA (RU),2021,8,Tanker,3,0,3,0,0,37.316667,44.883333,RU,2021-08-01
AZOV (RU),2021,8,Tanker,34,12,34,0,0,39.433333,47.1,RU,2021-08-01
GELENDZHIK (RU),2021,8,Tanker,1,0,1,0,0,38.066667,44.55,RU,2021-08-01
KAVKAZ OIL TERMINAL (RU),2021,8,Tanker,191,31,191,0,0,36.65,45.333333,RU,2021-08-01
NOVOROSSIYSK (RU),2021,8,Tanker,129,11,129,0,0,37.783333,44.716667,RU,2021-08-01
ROSTOV-NA-DONU (RU),2021,8,Tanker,100,17,100,0,0,39.716667,47.166667,RU,2021-08-01
TAGANROG (RU),2021,8,Tanker,25,5,25,0,0,38.95,47.2,RU,2021-08-01
TEMRYUK (RU),2021,8,Tanker,23,5,23,0,0,37.35,45.35,RU,2021-08-01
TUAPSE (RU),2021,8,Tanker,59,8,59,0,0,39.066667,44.1,RU,2021-08-01
YEYSK (RU),2021,8,Tanker,21,6,21,0,0,38.266667,46.733333,RU,2021-08-01
AL KHAIR OIL TERMINAL (SD),2021,8,Cargo,48,2,1,0,0,37.25,19.583333,SD,2021-08-01
BESHAYER OIL TERMINAL (SD),2021,8,Cargo,14,0,0,0,0,37.316667,19.4,SD,2021-08-01
SAWAKIN HARBOR (SD),2021,8,Cargo,8,0,0,0,0,37.35,19.133333,SD,2021-08-01
AL KHAIR OIL TERMINAL (SD),2021,8,Tanker,20,1,1,0,0,37.25,19.583333,SD,2021-08-01
BESHAYER OIL TERMINAL (SD),2021,8,Tanker,1,0,0,0,0,37.316667,19.4,SD,2021-08-01
CHAKE CHAKE (TZ),2021,8,Cargo,2,0,1,0,0,39.766667,-5.25,TZ,2021-08-01
MIKINDANI (TZ),2021,8,Cargo,1,0,0,0,0,40.133333,-10.266667,TZ,2021-08-01
MJIMWEMA TERMINAL (TZ),2021,8,Cargo,73,2,4,0,0,39.366667,-6.816667,TZ,2021-08-01
TANGA (TZ),2021,8,Cargo,1,0,0,0,0,39.116667,-5.083333,TZ,2021-08-01
ZANZIBAR (TZ),2021,8,Cargo,9,1,2,0,0,39.183333,-6.166667,TZ,2021-08-01
MIKINDANI (TZ),2021,8,Tanker,2,0,0,0,0,40.133333,-10.266667,TZ,2021-08-01
MJIMWEMA TERMINAL (TZ),2021,8,Tanker,15,0,0,0,0,39.366667,-6.816667,TZ,2021-08-01
TANGA (TZ),2021,8,Tanker,4,0,0,0,0,39.116667,-5.083333,TZ,2021-08-01
ZANZIBAR (TZ),2021,8,Tanker,11,0,0,0,0,39.183333,-6.166667,TZ,2021-08-01
BALAKLAVA (UA),2021,8,Cargo,1,1,1,0,0,33.6,44.5,UA,2021-08-01
BELGOROD-DNESTROVSKY (UA),2021,8,Cargo,1,1,0,0,0,30.366667,46.183333,UA,2021-08-01
BERDYANSK (UA),2021,8,Cargo,43,43,43,0,0,36.783333,46.75,UA,2021-08-01
DNIPRO-BUZKYY (UA),2021,8,Cargo,19,19,4,0,0,31.883333,46.733333,UA,2021-08-01
ILLICHIVSK (UA),2021,8,Cargo,191,191,40,0,0,30.65,46.3,UA,2021-08-01
IZMAYIL (UA),2021,8,Cargo,89,89,25,0,0,28.85,45.333333,UA,2021-08-01
KERCH (UA),2021,8,Cargo,11,11,11,0,0,36.483333,45.35,UA,2021-08-01
KHERSON (UA),2021,8,Cargo,75,75,14,0,0,32.6,46.616667,UA,2021-08-01
MARIUPOL (UA),2021,8,Cargo,83,83,83,0,0,37.566667,47.083333,UA,2021-08-01
MYKOLAYIV (UA),2021,8,Cargo,160,160,36,0,0,31.983333,46.95,UA,2021-08-01
ODESA (UA),2021,8,Cargo,42,42,10,0,0,30.733333,46.483333,UA,2021-08-01
RENI (UA),2021,8,Cargo,112,112,27,0,0,28.3,45.433333,UA,2021-08-01
SEVASTOPOL (UA),2021,8,Cargo,4,4,4,0,0,33.533333,44.616667,UA,2021-08-01
SUDAK (UA),2021,8,Cargo,1,1,1,0,0,34.983333,44.85,UA,2021-08-01
UST-DUNAISK (UA),2021,8,Cargo,11,11,1,0,0,29.7,45.466667,UA,2021-08-01
YALTA (UA),2021,8,Cargo,2,2,2,0,0,34.166667,44.483333,UA,2021-08-01
YUZHNYY (UA),2021,8,Cargo,217,217,47,0,0,31.016667,46.6,UA,2021-08-01
BALAKLAVA (UA),2021,8,Tanker,1,1,1,0,0,33.6,44.5,UA,2021-08-01
BERDYANSK (UA),2021,8,Tanker,1,1,1,0,0,36.783333,46.75,UA,2021-08-01
DNIPRO-BUZKYY (UA),2021,8,Tanker,1,1,0,0,0,31.883333,46.733333,UA,2021-08-01
FEODOSIYA (UA),2021,8,Tanker,1,1,1,0,0,35.433333,45.016667,UA,2021-08-01
ILLICHIVSK (UA),2021,8,Tanker,22,22,7,0,0,30.65,46.3,UA,2021-08-01
IZMAYIL (UA),2021,8,Tanker,12,12,4,0,0,28.85,45.333333,UA,2021-08-01
KERCH (UA),2021,8,Tanker,6,6,6,0,0,36.483333,45.35,UA,2021-08-01
KHERSON (UA),2021,8,Tanker,14,14,5,0,0,32.6,46.616667,UA,2021-08-01
MARIUPOL (UA),2021,8,Tanker,7,7,7,0,0,37.566667,47.083333,UA,2021-08-01
MYKOLAYIV (UA),2021,8,Tanker,31,31,5,0,0,31.983333,46.95,UA,2021-08-01
ODESA (UA),2021,8,Tanker,15,15,3,0,0,30.733333,46.483333,UA,2021-08-01
RENI (UA),2021,8,Tanker,19,19,6,0,0,28.3,45.433333,UA,2021-08-01
SEVASTOPOL (UA),2021,8,Tanker,1,1,0,0,0,33.533333,44.616667,UA,2021-08-01
UST-DUNAISK (UA),2021,8,Tanker,1,1,1,0,0,29.7,45.466667,UA,2021-08-01
YALTA (UA),2021,8,Tanker,1,1,1,0,0,34.166667,44.483333,UA,2021-08-01
YUZHNYY (UA),2021,8,Tanker,36,36,8,0,0,31.016667,46.6,UA,2021-08-01
DORALEH (DJ),2021,9,Cargo,81,9,2,0,0,43.083333,11.6,DJ,2021-09-01
DJIBOUTI (DJ),2021,9,Tanker,1,0,0,0,0,43.133333,11.6,DJ,2021-09-01
DORALEH (DJ),2021,9,Tanker,25,0,0,0,0,43.083333,11.6,DJ,2021-09-01
AIN SUKHNA TERMINAL (EG),2021,9,Cargo,5,0,1,0,0,32.366667,29.583333,EG,2021-09-01
AL ISKANDARIYH (ALEXANDRIA) (EG),2021,9,Cargo,187,29,33,0,0,29.833333,31.166667,EG,2021-09-01
AL QUSAYR (EG),2021,9,Cargo,2,0,0,0,0,34.283333,26.1,EG,2021-09-01
AS SUWAYS (EG),2021,9,Cargo,597,60,40,0,0,32.55,29.966667,EG,2021-09-01
BUR SAFAGA (EG),2021,9,Cargo,11,0,1,0,0,33.95,26.733333,EG,2021-09-01
BUR SAID (PORT SAID) (EG),2021,9,Cargo,705,101,59,0,0,32.3,31.266667,EG,2021-09-01
DAMIETTA (EG),2021,9,Cargo,143,34,18,0,0,31.75,31.483333,EG,2021-09-01
EAST ZEIT TERMINAL (EG),2021,9,Cargo,2,0,0,0,0,33.6,27.85,EG,2021-09-01
EL GHARDAQA (EG),2021,9,Cargo,1,0,0,0,0,33.85,27.216667,EG,2021-09-01
EL ISMAILIYA (EG),2021,9,Cargo,264,56,32,0,0,32.283333,30.583333,EG,2021-09-01
EL MAADIYA (EG),2021,9,Cargo,178,40,30,0,0,30.15,31.266667,EG,2021-09-01
EL-ADABIYA (EG),2021,9,Cargo,31,2,0,0,0,32.466667,29.866667,EG,2021-09-01
NUWEIBA EL MUZEIMA (EG),2021,9,Cargo,3,0,0,0,0,34.65,28.966667,EG,2021-09-01
RAS ABU ZANIMAH (EG),2021,9,Cargo,2,1,0,0,0,33.116667,29.033333,EG,2021-09-01
RAS GHARIB (EG),2021,9,Cargo,4,0,1,0,0,33.1,28.35,EG,2021-09-01
RAS SHUKHIER (EG),2021,9,Cargo,6,0,1,0,0,33.283333,28.133333,EG,2021-09-01
SHARM EL SHEIKH (EG),2021,9,Cargo,1,0,0,0,0,34.283333,27.85,EG,2021-09-01
SIDI KERIR (KURAYR) (EG),2021,9,Cargo,1,0,0,0,0,29.616667,31.1,EG,2021-09-01
WADI FEIRAN (EG),2021,9,Cargo,3,0,0,0,0,33.2,28.75,EG,2021-09-01
ZAFARANA TERMINAL (EG),2021,9,Cargo,6,0,1,0,0,32.683333,29.166667,EG,2021-09-01
ZEIT BAY LPG TERMINAL (EG),2021,9,Cargo,5,0,1,0,0,33.566667,27.8,EG,2021-09-01
ZEIT BAY TERMINAL (EG),2021,9,Cargo,1,0,0,0,0,33.6,27.833333,EG,2021-09-01
AIN SUKHNA TERMINAL (EG),2021,9,Tanker,16,0,1,0,0,32.366667,29.583333,EG,2021-09-01
AL ISKANDARIYH (ALEXANDRIA) (EG),2021,9,Tanker,79,9,17,0,0,29.833333,31.166667,EG,2021-09-01
AS SUWAYS (EG),2021,9,Tanker,313,3,9,0,0,32.55,29.966667,EG,2021-09-01
BUR SAID (PORT SAID) (EG),2021,9,Tanker,254,10,29,0,0,32.3,31.266667,EG,2021-09-01
DAMIETTA (EG),2021,9,Tanker,13,0,1,0,0,31.75,31.483333,EG,2021-09-01
EL HAMRA OIL TERMINAL (EG),2021,9,Tanker,3,0,0,0,0,28.866667,30.983333,EG,2021-09-01
EL ISMAILIYA (EG),2021,9,Tanker,121,8,5,0,0,32.283333,30.583333,EG,2021-09-01
EL MAADIYA (EG),2021,9,Tanker,3,0,0,0,0,30.15,31.266667,EG,2021-09-01
EL TUR HARBOR (EG),2021,9,Tanker,1,0,0,0,0,33.616667,28.233333,EG,2021-09-01
EL-ADABIYA (EG),2021,9,Tanker,20,0,1,0,0,32.466667,29.866667,EG,2021-09-01
RAS ABU ZANIMAH (EG),2021,9,Tanker,11,0,0,0,0,33.116667,29.033333,EG,2021-09-01
RAS GHARIB (EG),2021,9,Tanker,1,0,0,0,0,33.1,28.35,EG,2021-09-01
RAS SHUKHIER (EG),2021,9,Tanker,4,0,0,0,0,33.283333,28.133333,EG,2021-09-01
RAS SUDR (EG),2021,9,Tanker,1,0,0,0,0,32.7,29.583333,EG,2021-09-01
SIDI KERIR (KURAYR) (EG),2021,9,Tanker,2,0,1,0,0,29.616667,31.1,EG,2021-09-01
WADI FEIRAN (EG),2021,9,Tanker,7,0,0,0,0,33.2,28.75,EG,2021-09-01
ZAFARANA TERMINAL (EG),2021,9,Tanker,4,0,0,0,0,32.683333,29.166667,EG,2021-09-01
ZEIT BAY LPG TERMINAL (EG),2021,9,Tanker,4,0,0,0,0,33.566667,27.8,EG,2021-09-01
KILIFI (KE),2021,9,Cargo,1,0,0,0,0,39.866667,-3.633333,KE,2021-09-01
LAMU (KE),2021,9,Cargo,4,0,0,0,0,40.9,-2.266667,KE,2021-09-01
MOMBASA (KE),2021,9,Cargo,86,3,4,0,0,39.666667,-4.066667,KE,2021-09-01
MOMBASA (KE),2021,9,Tanker,25,0,0,0,0,39.666667,-4.066667,KE,2021-09-01
BEIRA (MZ),2021,9,Cargo,39,1,1,0,0,34.833333,-19.833333,MZ,2021-09-01
CHINDE (MZ),2021,9,Cargo,3,0,0,0,0,36.5,-18.566667,MZ,2021-09-01
MAPUTO (MZ),2021,9,Cargo,73,0,1,0,0,32.583333,-25.966667,MZ,2021-09-01
NACALA (MZ),2021,9,Cargo,25,1,1,0,0,40.666667,-14.533333,MZ,2021-09-01
PEBANE (MZ),2021,9,Cargo,2,0,0,0,0,38.15,-17.266667,MZ,2021-09-01
PEMBA (MZ),2021,9,Cargo,10,0,0,0,0,40.5,-12.966667,MZ,2021-09-01
QUELIMANE (MZ),2021,9,Cargo,6,0,0,0,0,36.883333,-17.883333,MZ,2021-09-01
BEIRA (MZ),2021,9,Tanker,18,0,0,0,0,34.833333,-19.833333,MZ,2021-09-01
MAPUTO (MZ),2021,9,Tanker,9,0,0,0,0,32.583333,-25.966667,MZ,2021-09-01
NACALA (MZ),2021,9,Tanker,7,0,0,0,0,40.666667,-14.533333,MZ,2021-09-01
PEMBA (MZ),2021,9,Tanker,1,0,0,0,0,40.5,-12.966667,MZ,2021-09-01
AZOV (RU),2021,9,Cargo,154,45,154,0,0,39.433333,47.1,RU,2021-09-01
GELENDZHIK (RU),2021,9,Cargo,2,0,2,0,0,38.066667,44.55,RU,2021-09-01
KAVKAZ OIL TERMINAL (RU),2021,9,Cargo,577,201,577,0,0,36.65,45.333333,RU,2021-09-01
NOVOROSSIYSK (RU),2021,9,Cargo,187,63,187,0,0,37.783333,44.716667,RU,2021-09-01
ROSTOV-NA-DONU (RU),2021,9,Cargo,261,56,261,0,0,39.716667,47.166667,RU,2021-09-01
TAGANROG (RU),2021,9,Cargo,154,46,154,0,0,38.95,47.2,RU,2021-09-01
TEMRYUK (RU),2021,9,Cargo,32,8,32,0,0,37.35,45.35,RU,2021-09-01
TUAPSE (RU),2021,9,Cargo,31,6,31,0,0,39.066667,44.1,RU,2021-09-01
YEYSK (RU),2021,9,Cargo,96,34,96,0,0,38.266667,46.733333,RU,2021-09-01
ANAPA (RU),2021,9,Tanker,3,1,3,0,0,37.316667,44.883333,RU,2021-09-01
AZOV (RU),2021,9,Tanker,44,10,44,0,0,39.433333,47.1,RU,2021-09-01
GELENDZHIK (RU),2021,9,Tanker,2,1,2,0,0,38.066667,44.55,RU,2021-09-01
KAVKAZ OIL TERMINAL (RU),2021,9,Tanker,190,31,190,0,0,36.65,45.333333,RU,2021-09-01
NOVOROSSIYSK (RU),2021,9,Tanker,114,11,114,0,0,37.783333,44.716667,RU,2021-09-01
ROSTOV-NA-DONU (RU),2021,9,Tanker,112,18,112,0,0,39.716667,47.166667,RU,2021-09-01
TAGANROG (RU),2021,9,Tanker,32,6,32,0,0,38.95,47.2,RU,2021-09-01
TEMRYUK (RU),2021,9,Tanker,25,7,25,0,0,37.35,45.35,RU,2021-09-01
TUAPSE (RU),2021,9,Tanker,63,4,63,0,0,39.066667,44.1,RU,2021-09-01
YEYSK (RU),2021,9,Tanker,19,6,19,0,0,38.266667,46.733333,RU,2021-09-01
AL KHAIR OIL TERMINAL (SD),2021,9,Cargo,47,4,2,0,0,37.25,19.583333,SD,2021-09-01
BESHAYER OIL TERMINAL (SD),2021,9,Cargo,13,0,0,0,0,37.316667,19.4,SD,2021-09-01
SAWAKIN HARBOR (SD),2021,9,Cargo,6,0,0,0,0,37.35,19.133333,SD,2021-09-01
AL KHAIR OIL TERMINAL (SD),2021,9,Tanker,23,1,0,0,0,37.25,19.583333,SD,2021-09-01
BESHAYER OIL TERMINAL (SD),2021,9,Tanker,1,0,0,0,0,37.316667,19.4,SD,2021-09-01
SAWAKIN HARBOR (SD),2021,9,Tanker,1,1,1,0,0,37.35,19.133333,SD,2021-09-01
CHAKE CHAKE (TZ),2021,9,Cargo,2,0,1,0,0,39.766667,-5.25,TZ,2021-09-01
MJIMWEMA TERMINAL (TZ),2021,9,Cargo,63,1,2,0,0,39.366667,-6.816667,TZ,2021-09-01
TANGA (TZ),2021,9,Cargo,2,0,0,0,0,39.116667,-5.083333,TZ,2021-09-01
ZANZIBAR (TZ),2021,9,Cargo,8,0,1,0,0,39.183333,-6.166667,TZ,2021-09-01
MIKINDANI (TZ),2021,9,Tanker,1,0,0,0,0,40.133333,-10.266667,TZ,2021-09-01
MJIMWEMA TERMINAL (TZ),2021,9,Tanker,15,0,0,0,0,39.366667,-6.816667,TZ,2021-09-01
TANGA (TZ),2021,9,Tanker,3,0,0,0,0,39.116667,-5.083333,TZ,2021-09-01
ZANZIBAR (TZ),2021,9,Tanker,9,0,0,0,0,39.183333,-6.166667,TZ,2021-09-01
ALUSHTA (UA),2021,9,Cargo,4,4,4,0,0,34.416667,44.683333,UA,2021-09-01
BALAKLAVA (UA),2021,9,Cargo,2,2,2,0,0,33.6,44.5,UA,2021-09-01
BELGOROD-DNESTROVSKY (UA),2021,9,Cargo,1,1,0,0,0,30.366667,46.183333,UA,2021-09-01
BERDYANSK (UA),2021,9,Cargo,29,29,29,0,0,36.783333,46.75,UA,2021-09-01
DNIPRO-BUZKYY (UA),2021,9,Cargo,23,23,1,0,0,31.883333,46.733333,UA,2021-09-01
ILLICHIVSK (UA),2021,9,Cargo,174,174,38,0,0,30.65,46.3,UA,2021-09-01
IZMAYIL (UA),2021,9,Cargo,99,99,32,0,0,28.85,45.333333,UA,2021-09-01
KERCH (UA),2021,9,Cargo,11,11,11,0,0,36.483333,45.35,UA,2021-09-01
KHERSON (UA),2021,9,Cargo,74,74,9,0,0,32.6,46.616667,UA,2021-09-01
MARIUPOL (UA),2021,9,Cargo,85,85,84,0,0,37.566667,47.083333,UA,2021-09-01
MYKOLAYIV (UA),2021,9,Cargo,125,125,26,0,0,31.983333,46.95,UA,2021-09-01
ODESA (UA),2021,9,Cargo,31,31,6,0,0,30.733333,46.483333,UA,2021-09-01
RENI (UA),2021,9,Cargo,127,127,36,0,0,28.3,45.433333,UA,2021-09-01
SEVASTOPOL (UA),2021,9,Cargo,3,3,3,0,0,33.533333,44.616667,UA,2021-09-01
SUDAK (UA),2021,9,Cargo,2,2,2,0,0,34.983333,44.85,UA,2021-09-01
UST-DUNAISK (UA),2021,9,Cargo,19,19,8,0,0,29.7,45.466667,UA,2021-09-01
YALTA (UA),2021,9,Cargo,10,10,10,0,0,34.166667,44.483333,UA,2021-09-01
YUZHNYY (UA),2021,9,Cargo,185,185,33,0,0,31.016667,46.6,UA,2021-09-01
BERDYANSK (UA),2021,9,Tanker,1,1,1,0,0,36.783333,46.75,UA,2021-09-01
FEODOSIYA (UA),2021,9,Tanker,1,1,1,0,0,35.433333,45.016667,UA,2021-09-01
ILLICHIVSK (UA),2021,9,Tanker,17,17,4,0,0,30.65,46.3,UA,2021-09-01
IZMAYIL (UA),2021,9,Tanker,17,17,6,0,0,28.85,45.333333,UA,2021-09-01
KERCH (UA),2021,9,Tanker,5,5,5,0,0,36.483333,45.35,UA,2021-09-01
KHERSON (UA),2021,9,Tanker,11,11,5,0,0,32.6,46.616667,UA,2021-09-01
MARIUPOL (UA),2021,9,Tanker,5,5,5,0,0,37.566667,47.083333,UA,2021-09-01
MYKOLAYIV (UA),2021,9,Tanker,24,24,3,0,0,31.983333,46.95,UA,2021-09-01
ODESA (UA),2021,9,Tanker,8,8,0,0,0,30.733333,46.483333,UA,2021-09-01
RENI (UA),2021,9,Tanker,22,22,5,0,0,28.3,45.433333,UA,2021-09-01
SEVASTOPOL (UA),2021,9,Tanker,1,1,0,0,0,33.533333,44.616667,UA,2021-09-01
UST-DUNAISK (UA),2021,9,Tanker,3,3,1,0,0,29.7,45.466667,UA,2021-09-01
YUZHNYY (UA),2021,9,Tanker,37,37,9,0,0,31.016667,46.6,UA,2021-09-01
Bosphorus (TR),2021,10,Cargo,1413,681,661,123,1413,29.07183305,41.11833286,Bosphorus Strait,2021-10-01
Bosphorus (TR),2021,10,Tanker,406,93,233,25,406,29.07183305,41.11833286,Bosphorus Strait,2021-10-01
DJIBOUTI (DJ),2021,10,Cargo,1,0,0,0,0,43.133333,11.6,DJ,2021-10-01
DORALEH (DJ),2021,10,Cargo,89,7,1,24,7,43.083333,11.6,DJ,2021-10-01
DJIBOUTI (DJ),2021,10,Tanker,1,0,0,0,0,43.133333,11.6,DJ,2021-10-01
DORALEH (DJ),2021,10,Tanker,23,0,1,0,0,43.083333,11.6,DJ,2021-10-01
AIN SUKHNA TERMINAL (EG),2021,10,Cargo,10,0,1,3,1,32.366667,29.583333,EG,2021-10-01
AL ISKANDARIYH (ALEXANDRIA) (EG),2021,10,Cargo,192,37,30,9,66,29.833333,31.166667,EG,2021-10-01
AL QUSAYR (EG),2021,10,Cargo,3,1,0,1,1,34.283333,26.1,EG,2021-10-01
AS SUWAYS (EG),2021,10,Cargo,604,58,24,330,103,32.55,29.966667,EG,2021-10-01
BUR SAFAGA (EG),2021,10,Cargo,15,0,0,3,1,33.95,26.733333,EG,2021-10-01
BUR SAID (PORT SAID) (EG),2021,10,Cargo,686,82,46,396,131,32.3,31.266667,EG,2021-10-01
DAMIETTA (EG),2021,10,Cargo,146,24,22,18,40,31.75,31.483333,EG,2021-10-01
EAST ZEIT TERMINAL (EG),2021,10,Cargo,1,0,0,0,0,33.6,27.85,EG,2021-10-01
EL GHARDAQA (EG),2021,10,Cargo,1,0,0,0,0,33.85,27.216667,EG,2021-10-01
EL ISMAILIYA (EG),2021,10,Cargo,227,41,18,139,73,32.283333,30.583333,EG,2021-10-01
EL MAADIYA (EG),2021,10,Cargo,170,26,26,9,40,30.15,31.266667,EG,2021-10-01
EL-ADABIYA (EG),2021,10,Cargo,32,1,2,6,3,32.466667,29.866667,EG,2021-10-01
MERSA MATRUH (EG),2021,10,Cargo,1,0,0,0,0,27.233333,31.35,EG,2021-10-01
NUWEIBA EL MUZEIMA (EG),2021,10,Cargo,5,1,0,1,1,34.65,28.966667,EG,2021-10-01
RAS ABU ZANIMAH (EG),2021,10,Cargo,2,0,0,0,0,33.116667,29.033333,EG,2021-10-01
RAS GHARIB (EG),2021,10,Cargo,8,0,0,3,0,33.1,28.35,EG,2021-10-01
RAS SHUKHIER (EG),2021,10,Cargo,6,0,0,1,0,33.283333,28.133333,EG,2021-10-01
SHARM EL SHEIKH (EG),2021,10,Cargo,2,0,0,0,0,34.283333,27.85,EG,2021-10-01
SIDI KERIR (KURAYR) (EG),2021,10,Cargo,2,0,0,0,0,29.616667,31.1,EG,2021-10-01
